StationID,Facility,URL,Phone,Office Div,Location 1,Address,Lat,Lon
642GC,Horsham (Willow Grove) VA Outpatient Clinic (642GC) ,http://www.philadelphia.va.gov/locations/Victor_J_Saracini_Community_Based_Outpatient_Clinic_CBOC.asp,215-823-6050,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"433 Caredean Drive
Horsham, PA 19044
(40.20235103700048, -75.17723050199965)","433 Caredean Drive
Horsham, PA 19044
",40.202351037,-75.177230502
503GA,Johnstown VA Outpatient Clinic (Cambria County) (503GA) ,http://www.altoona.va.gov/locations/Johnstown.asp,814-266-8696,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1425 Scalp Avenue
Johnstown, PA 15904
(40.2715502530005, -78.85805123999967)","1425 Scalp Avenue
Johnstown, PA 15904
",40.271550253,-78.85805124
460GC,Kent County CBOC ,http://www.wilmington.va.gov/locations/Kent_County_Community_Based_Outpatient_Clinic.asp,800-461-8262 X 2400,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1198 Governors Avenue
Dover, DE 19901
(39.16086042900048, -75.51503668099963)","1198 Governors Avenue
Dover, DE 19901
",39.160860429,-75.515036681
595GC,Lancaster VA Outpatient Clinic (595GC) ,http://www.lebanon.va.gov/locations/LancasterCBOC.asp,717-290-6900,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,,,#VALUE!,#VALUE!
529GB,Lawrence County VA Outpatent Clinic ,http://www.butler.va.gov/locations/Lawrence_County_VA_Outpatent_Clinic.asp,724-598-6080,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1750 New Butler Road
New Castle, PA 16101
(40.98467332500047, -80.31024899699963)","1750 New Butler Road
New Castle, PA 16101
",40.984673325,-80.310248997
562GC,McKean County Primary Care Clinic ,http://www.erie.va.gov/locations/mckean.asp,814-368-3019,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"23 Kennedy Street
Bradford, PA 16701
(41.95650408200049, -78.64742126899966)","23 Kennedy Street
Bradford, PA 16701
",41.956504082,-78.647421269
529GA,Mercer County VA Outpatient Clinic ,http://www.butler.va.gov/locations/Michael_A_Marzano_VA_Outpatient_Clinic_Mercer_County.asp,724-346-1569,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"295 Kerrwood Drive
Hermitage, PA 16148
(41.237148696000475, -80.46316524099967)","295 Kerrwood Drive
Hermitage, PA 16148
",41.237148696,-80.463165241
540GD,Monongalia County (540GD) ,http://www.clarksburg.va.gov/locations/Monongalia_County_CBOC.asp,304-292-7535,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"40 Commerce Drive
Westover, WV 26501
(39.630446608000454, -79.98478327799967)","40 Commerce Drive
Westover, WV 26501
",39.630446608,-79.984783278
693GG,Northampton County Outpatient Clinic ,http://www.va.gov/directory/guide/facility.asp?id=5341&r=1,610-599-0127,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"701 Slate Belt Boulevard
Bangor, PA 18013-9341
(40.873700708000456, -75.22916041199966)","701 Slate Belt Boulevard
Bangor, PA 18013-9341
",40.873700708,-75.229160412
595GF,Pottsville VA Outpatient Clinic (595GF) ,http://www.lebanon.va.gov/locations/PottsvilleCBOC.asp,570-621-4115,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"700 Schuylkill Manor Road
Pottsville, PA 17901
(40.68107020700046, -76.19867006099963)","700 Schuylkill Manor Road
Pottsville, PA 17901
",40.681070207,-76.198670061
595GD,Reading VA Outpatient Clinic (595GD) ,http://www.lebanon.va.gov/locations/BerksCBOC.asp,610-208-4717,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"145 6th Street
Reading, PA 19610
(40.34201210200047, -75.95956958599965)","145 6th Street
Reading, PA 19610
",40.342012102,-75.959569586
540,Rural Mobile Unit (540) ,http://www.clarksburg.va.gov/locations/Rural_Mobile_Clinic.asp,304-623-3461,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1 Medical Center Drive
Clarksburg, WV 26301
(39.26869825900047, -80.36190387599964)","1 Medical Center Drive
Clarksburg, WV 26301
",39.268698259,-80.361903876
693GA,Sayre VA Outpatient Clinic (693GA) ,http://www.va.gov/directory/guide/facility.asp?id=5292&r=1,570-888-6803,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1537 Elmira Street
Sayre, PA 18840
(41.97100077800047, -76.53876044299966)","1537 Elmira Street
Sayre, PA 18840
",41.971000778,-76.538760443
542GE,Spring City VA Outpatient Clinic (542GE) ,http://www.coatesville.va.gov/locations/SpringCity.asp,610-948-0981,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"11 Independence Drive
Spring City, PA 19475
(40.18789027100047, -75.56541572499964)","11 Independence Drive
Spring City, PA 19475
",40.187890271,-75.565415725
542GA,Springfield VA Outpatient Clinic (542GA) ,http://www.coatesville.va.gov/locations/Springfield.asp,610-543-3246,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"194 Sproul Road
Springfield, PA 19064
(39.922212800000466, -75.34832478799967)","194 Sproul Road
Springfield, PA 19064
",39.9222128,-75.348324788
503GC,State College (Centre County) VA Outpatient Clinic (503GC) ,http://www.altoona.va.gov/locations/StateCollege.asp,814-867-5415,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"3048 Enterprise Drive
State College, PA 16801
(40.765250196000466, -77.88122010999967)","3048 Enterprise Drive
State College, PA 16801
",40.765250196,-77.88122011
460GA,Sussex County CBOC ,http://www.wilmington.va.gov/locations/Sussex_County_Community_Based_Outpatient_Clinic.asp,800-461-8262 X 2300,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"15 Georgetown Plaza
Georgetown, DE 19947
(38.68055253900047, -75.39686838799963)","15 Georgetown Plaza
Georgetown, DE 19947
",38.680552539,-75.396868388
693GC,Tobyhanna Army Depot (693GC) ,http://www.va.gov/directory/guide/facility.asp?id=5230&r=1,570-615-8341,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"220 Tobyhanna
PA 18466
(41.18842248600049, -75.36856654499962)","220 Tobyhanna
PA 18466
",41.188422486,-75.368566545
540GA,Tucker County CBOC (540GA) ,http://www.clarksburg.va.gov/locations/Tucker_County_CBOC.asp,304-478-2219,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"206 Senior Lane
Parsons, WV 26287
(39.09758411400048, -79.68018936799967)","206 Senior Lane
Parsons, WV 26287
",39.097584114,-79.680189368
460HG,VA Clinic NJ Veterans Memorial Home (460HG) ,http://www.va.gov/directory/guide/facility.asp?id=5265&r=1,856-692-1588,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,,,#VALUE!,#VALUE!
562,Venango County VA Clinic ,http://www.erie.va.gov/locations/venango.asp,866-962-3260,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"464 Allegheny Boulevard
Franklin, PA 16323
(41.4009521160005, -79.81232932099965)","464 Allegheny Boulevard
Franklin, PA 16323
",41.400952116,-79.812329321
(642GD),Veterans Health Clinic at Gloucester County (642GD) ,http://www.philadelphia.va.gov/locations/Gloucester_County_NJ_Community_Based_Outpatient_Clinic_CBOC.asp,877-823-5230 Or 877-823-5230,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"211 County House Road
Sewell, NJ 08080-2525
(39.77850009800045, -75.10148061099966)","211 County House Road
Sewell, NJ 08080-2525
",39.778500098,-75.101480611
642GC,Victor J. Saracini VA Outpatient Clinic (Montgomery County) ,http://www.philadelphia.va.gov/locations/Victor_J_Saracini_Community_Based_Outpatient_Clinic_CBOC.asp,215-823-6050,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"433 Caredean Dr
Horsham, PA 19044
(40.20235103700048, -75.17723050199965)","433 Caredean Dr
Horsham, PA 19044
",40.202351037,-75.177230502
562GE,Warren CBOC ,http://www.erie.va.gov/locations/warren.asp,866-682-3250,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"3 Farm Colony Dr
Warren, PA 16365
(41.90599015800046, -79.15112055599968)","3 Farm Colony Dr
Warren, PA 16365
",41.905990158,-79.151120556
646GD,Washington County Community Based Outpatient Clinic ,http://www.pittsburgh.va.gov/locations/index.asp,724-250-7790,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1500 Chestnut Street
Washington, PA 15301
(40.163340518000496, -80.27601087399967)","1500 Chestnut Street
Washington, PA 15301
",40.163340518,-80.276010874
646GB,Westmoreland County Community Based Outpatient Clinic ,http://www.pittsburgh.va.gov/locations/index.asp,724-216-0317,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"5274 Rt 30
Greensburg, PA 15601
(40.303058999000484, -79.50999925499968)","5274 Rt 30
Greensburg, PA 15601
",40.303058999,-79.509999255
693GB,"Williamsport OPC, Campus of Divine Providence Hospital (693GB) ",http://www.va.gov/directory/guide/facility.asp?id=5231&r=1,570-322-4791,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1705 Warren Avenue
Williamsport, PA 17701
(41.25900088900045, -76.98131062099964)","1705 Warren Avenue
Williamsport, PA 17701
",41.259000889,-76.981310621
540GB,Wood County CBOC (540GB) ,http://www.clarksburg.va.gov/locations/Wood_County_CBOC.asp,304-422-5114,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2311 Ohio Avenue
Parkersburg, WV 26101
(39.28184104400049, -81.55008027799965)","2311 Ohio Avenue
Parkersburg, WV 26101
",39.281841044,-81.550080278
595GE,York VA Outpatient Clinic (595GE) ,http://www.lebanon.va.gov/locations/YorkCBOC.asp,717-840-2730,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2251 Eastern Blvd
York, PA 17402
(39.972020161000444, -76.68271046999968)","2251 Eastern Blvd
York, PA 17402
",39.972020161,-76.68271047
238,Bucks County Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5980&r=1,215-823-4590 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2 Canal's End Plaza
Bristol, PA 19007
(40.11053090100046, -74.86392891599968)","2 Canal's End Plaza
Bristol, PA 19007
",40.110530901,-74.863928916
227,DuBois Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5624&r=1,814-372-2095 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"100 Meadow Lane
DuBois, PA 15801
(41.124946975000455, -78.75505402999966)","100 Meadow Lane
DuBois, PA 15801
",41.124946975,-78.75505403
0222V,Erie Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=587&r=1,814-453-7955 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,,,#VALUE!,#VALUE!
0218V,Harrisburg Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=588&r=1,717-782-3954 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1500 Second Street
Harrisburg, PA 17102
(40.27079084900049, -76.89312068899966)","1500 Second Street
Harrisburg, PA 17102
",40.270790849,-76.893120689
242,Lancaster Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5994&r=1,717-283-0735 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1817 Olde Homestead Lane
Lancaster, PA 17601
(40.05067424600048, -76.24786398599963)","1817 Olde Homestead Lane
Lancaster, PA 17601
",40.050674246,-76.247863986
0220V,McKeesport Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=589&r=1,412-678-7704 Or 412-678-7704,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2001 Lincoln Way
McKeesport, PA 15131
(40.337406634000445, -79.80867115799964)","2001 Lincoln Way
McKeesport, PA 15131
",40.337406634,-79.808671158
0239V,Montgomery County Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5920&r=1,215-823-5245 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"320 Johnson Hwy
Norristown, PA 19401
(40.127820261000466, -75.32178086899967)","320 Johnson Hwy
Norristown, PA 19401
",40.127820261,-75.321780869
0216V,Morgantown Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=398&r=1,304-291-4303 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"34 Commerce Drive
Morgantown, WV 26501
(39.630480029000466, -79.98479802199967)","34 Commerce Drive
Morgantown, WV 26501
",39.630480029,-79.984798022
210,Philadelphia Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=590&r=1,215-627-0238 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"801 Arch Street
Philadelphia, PA 19107
(39.95323584100049, -75.15324556799965)","801 Arch Street
Philadelphia, PA 19107
",39.953235841,-75.153245568
0219V,Philadelphia Vet Center NE ,http://www.va.gov/directory/guide/facility.asp?id=591&r=1,215-924-4670 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"101 Olney Avenue
Philadelphia, PA 19120
(40.03531042300045, -75.12165016099965)","101 Olney Avenue
Philadelphia, PA 19120
",40.035310423,-75.121650161
0211V,Pittsburgh Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=592&r=1,412-920-1765,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2500 Baldwick Rd
Pittsburgh, PA 15205
(40.426630127000465, -80.05719014599964)","2500 Baldwick Rd
Pittsburgh, PA 15205
",40.426630127,-80.057190146
0229V,Scranton Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=593&r=1,570-344-2676 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1002 Pittston Ave
Scranton, PA 18505
(41.39579325700049, -75.66894543599966)","1002 Pittston Ave
Scranton, PA 18505
",41.395793257,-75.668945436
243V,Sussex County Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=6148&r=1,302-225-9110,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"20653 Dupont Blvd
Georgetown, DE 19947
(38.69708078500048, -75.40015104999964)","20653 Dupont Blvd
Georgetown, DE 19947
",38.697080785,-75.40015105
0230V,Ventnor Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5015&r=1,609-487-8387 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"6601 Ventnor Ave Suite 105
Ventnor, NJ 08406
(39.33692014100046, -74.48488048499968)","6601 Ventnor Ave Suite 105
Ventnor, NJ 08406
",39.336920141,-74.484880485
233,Wheeling Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=401&r=1,304-232-0587 Or 304-232-0587,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"1058 Bethlehem Blvd
Wheeling, WV 26003
(40.05265562800048, -80.70121074099967)","1058 Bethlehem Blvd
Wheeling, WV 26003
",40.052655628,-80.701210741
0212V,Williamsport Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5441&r=1,570-327-5281 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"49 Fourth Street
Williamsport, PA 17701
(41.242810170000496, -77.00097086199963)","49 Fourth Street
Williamsport, PA 17701
",41.24281017,-77.000970862
0215V,Wilmington Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5016&r=1,302-994-1660 Or 877-927-8387,Veterans Health Administration: VISN 4: VA Healthcare - VISN 4,"2710 Centerville Road
Wilmington, DE 19808
(39.75354050900046, -75.62464100699964)","2710 Centerville Road
Wilmington, DE 19808
",39.753540509,-75.624641007
10N5,VISN 5: VA Capitol Health Care Network ,http://www.va.gov/visn5,410-691-1131,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"849 International Drive
Linthicum, MD 21090
(39.20633082800049, -76.67371114499963)","849 International Drive
Linthicum, MD 21090
",39.206330828,-76.673711145
512,VA Maryland Health Care System ,http://www.maryland.va.gov/,410-605-7000,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"10 Greene Street
Baltimore, MD 21201
(39.28976068100047, -76.62371015599967)","10 Greene Street
Baltimore, MD 21201
",39.289760681,-76.623710156
512,Baltimore VA Medical Center - VA Maryland Health Care System ,http://www.maryland.va.gov/locations/Baltimore_VA_Medical_Center.asp,410-605-7000 Or 410-605-7000,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"10 Greene Street
Baltimore, MD 21201
(39.28976068100047, -76.62371015599967)","10 Greene Street
Baltimore, MD 21201
",39.289760681,-76.623710156
512GB,Loch Raven VA Community Living & Rehabilitation Center ,http://www.maryland.va.gov/locations/Loch_Raven_VA_Community_Living_and_Rehabilitation_Center.asp,410-605-7000 Or 410-605-7000,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"3900 Loch Raven Boulevard
Baltimore, MD 21218
(39.33623107700049, -76.59440070099964)","3900 Loch Raven Boulevard
Baltimore, MD 21218
",39.336231077,-76.594400701
613,Martinsburg VA Medical Center ,http://www.martinsburg.va.gov/,304-263-0811 Or 304-263-0811,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"510 Butler Avenue
Martinsburg, WV 25405
(39.41721215600046, -77.91100154699967)","510 Butler Avenue
Martinsburg, WV 25405
",39.417212156,-77.911001547
512A5,Perry Point VA Medical Center - VA Maryland Health Care System ,http://www.maryland.va.gov/locations/Perry_Point_VA_Medical_Center.asp,410-642-2411 Or 410-642-2411,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,,,#VALUE!,#VALUE!
688,Washington DC VA Medical Center ,http://www.washingtondc.va.gov/,202-745-8000 Or 202-745-8000,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"50 Irving Street
Washington, DC 20422
(38.931119813000464, -77.01083381099966)","50 Irving Street
Washington, DC 20422
",38.931119813,-77.010833811
512GA,Cambridge VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Cambridge_VA_Outpatient_Clinic.asp,410-228-6243 Or 410-228-6243,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"830 Chesapeake Drive
Cambridge, MD 21613
(38.550800841000466, -76.05359079599964)","830 Chesapeake Drive
Cambridge, MD 21613
",38.550800841,-76.053590796
688GC,Community Clinic-Greenbelt ,http://www.washingtondc.va.gov/locations/Greenbelt_MD.asp,301-345-2463,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"7525 Greenway Center
Greenbelt, MD 20770
(38.99167497600047, -76.87836812699965)","7525 Greenway Center
Greenbelt, MD 20770
",38.991674976,-76.878368127
688GB,Community Clinic-Southeast ,http://www.washingtondc.va.gov/locations/Southeast_Washington_DC.asp,202-745-8685,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"820 Chesapeake Street
Washington, DC 20032
(38.82918074000048, -76.99237022699964)","820 Chesapeake Street
Washington, DC 20032
",38.82918074,-76.992370227
688GG,Community Resource and Referral Center (CRRC) ,http://www.va.gov/directory/guide/facility.asp?id=6227&r=1,202-636-7660,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1500 Franklin St
Washington, DC 20018
(38.92579039900045, -76.98345040799967)","1500 Franklin St
Washington, DC 20018
",38.925790399,-76.983450408
613GA,Cumberland Outpatient Clinic ,http://www.martinsburg.va.gov/locations/cumberland.asp,301-724-0061,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"200 Glenn Street
Cumberland, MD 21502
(39.65361112500045, -78.75859095499965)","200 Glenn Street
Cumberland, MD 21502
",39.653611125,-78.758590955
688,Fort Belvoir Outpatient Clinic ,http://www.washingtondc.va.gov/locations/VA_Ft_Belvoir_Community_Clinic.asp,571-231-2408,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"9300 DeWitt Loop
Fort Belvoir, VA 22060
(38.70487323100048, -77.14013725699965)","9300 DeWitt Loop
Fort Belvoir, VA 22060
",38.704873231,-77.140137257
613GG,Fort Detrick VA Outpatient Clinic ,http://www.martinsburg.va.gov/locations/ftDetrick.asp,301-624-1200,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1433 Porter Street
Frederick, MD 21702
(39.43772363400046, -77.42233908699967)","1433 Porter Street
Frederick, MD 21702
",39.437723634,-77.422339087
512GF,Fort Howard VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Fort_Howard_VA_Outpatient_Clinic.asp,410-477-1800 Or 410-477-1800,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"9600 Point Road
Fort Howard, MD 21052
(39.2087206650005, -76.44356870099966)","9600 Point Road
Fort Howard, MD 21052
",39.208720665,-76.443568701
512GG,Fort Meade VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Fort_Meade_VA_Outpatient_Clinic.asp,410-305-5300,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"2479 5th Street
Fort Meade, MD 20755
(39.096253729000466, -76.73149604999963)","2479 5th Street
Fort Meade, MD 20755
",39.096253729,-76.73149605
613GD,Franklin Contract Outpatient Clinic ,http://www.martinsburg.va.gov/locations/franklin.asp,304-358-2355,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"314 Pine Street
Franklin, WV 26807
(38.64327081400046, -79.32993695799968)","314 Pine Street
Franklin, WV 26807
",38.643270814,-79.329936958
512GC,Glen Burnie VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Glen_Burnie_VA_Outpatient_Clinic.asp,410-590-4140,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"808 Landmark Drive
Glen Burnie, MD 21061
(39.148250035000444, -76.64262026199964)","808 Landmark Drive
Glen Burnie, MD 21061
",39.148250035,-76.642620262
613GB,Hagerstown Outpatient Clinic ,http://www.martinsburg.va.gov/locations/hagerstown.asp,301-665-1462,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1101 Opal Ct
Hagerstown, MD 21742
(39.636284541000464, -77.69653255699967)","1101 Opal Ct
Hagerstown, MD 21742
",39.636284541,-77.696532557
613GF,Harrisonburg Contract Outpatient Clinic ,http://www.martinsburg.va.gov/locations/harrisonburg.asp,540-282-6035,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1755 High Street
Harrisonburg, VA 22801
(38.43283067600049, -78.90093775899965)","1755 High Street
Harrisonburg, VA 22801
",38.432830676,-78.900937759
512GD,Loch Raven VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Loch_Raven_VA_Outpatient_Clinic.asp,410-605-7650 Or 410-605-7650,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"3901 The
Baltimore, MD 21218
(39.32601408800048, -76.60991723699965)","3901 The
Baltimore, MD 21218
",39.326014088,-76.609917237
613GE,Petersburg Contract Outpatient Clinic ,http://www.martinsburg.va.gov/locations/petersburg.asp,304-257-5817,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,,,#VALUE!,#VALUE!
512GE,Pocomoke City VA Outpatient Clinic ,http://www.maryland.va.gov/locations/Pocomoke_City_VA_Outpatient_Clinic.asp,410-957-6718 Or 410-957-6718,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1701 Market Street
Pocomoke, MD 21851
(38.06096939300045, -75.54794346199964)","1701 Market Street
Pocomoke, MD 21851
",38.060969393,-75.547943462
688GD,Southern Maryland VA Outpatient Clinic ,http://www.washingtondc.va.gov/locations/Charlotte_Hall_MD.asp,301-884-7102,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"29431 Charlotte Hall Road
Charlotte Hall, MD 20622
(38.47517020300046, -76.77672544199964)","29431 Charlotte Hall Road
Charlotte Hall, MD 20622
",38.475170203,-76.776725442
688,Southern PG County Outpatient Clinic ,http://www.washingtondc.va.gov/locations/Southern_Prince_George_s_County_Community_Based_Outpatient_Clinic.asp,301-423-3700,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"5801 Allentown Road
Camp Springs, MD 20746
(38.81181198900049, -76.89550695299965)","5801 Allentown Road
Camp Springs, MD 20746
",38.811811989,-76.895506953
613GC,Stephens City Outpatient Clinic ,http://www.martinsburg.va.gov/locations/stephenscity.asp,540-869-0600,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"170 Prosperity Drive
Winchester, VA 22602
(39.11918025500046, -78.20058093199964)","170 Prosperity Drive
Winchester, VA 22602
",39.119180255,-78.200580932
0200V,1B RCS Mid-Atlantic Region ,http://www.va.gov/directory/guide/facility.asp?id=5637&r=1,410-828-6619 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"305 Chesapeake Ave
Towson, MD 21204
(39.40005023600048, -76.60982054399966)","305 Chesapeake Ave
Towson, MD 21204
",39.400050236,-76.609820544
2092,Aberdeen Vet Center Outstation ,http://www.va.gov/directory/guide/facility.asp?id=5336&r=1,410-272-6771 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"223 Bel Air Avenue
Aberdeen, MD 21001
(39.51064720500045, -76.16719313599964)","223 Bel Air Avenue
Aberdeen, MD 21001
",39.510647205,-76.167193136
0228V,Alexandria Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=982&r=1,703-360-8633 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"6940 Kings Highway
Alexandria, VA 22310
(38.76784014000049, -77.11915009499967)","6940 Kings Highway
Alexandria, VA 22310
",38.76784014,-77.119150095
0235V,Annapolis Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5936&r=1,410-605-7826 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"100 Annapolis Street
Annapolis, MD 21401
(38.99017072000049, -76.50232066399963)","100 Annapolis Street
Annapolis, MD 21401
",38.99017072,-76.502320664
0236V,Baltimore County - Dundalk Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=6156&r=1,410-282-6144 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1553 Merritt Blvd
Dundalk, MD 21222
(39.27422600000045, -76.50302690599966)","1553 Merritt Blvd
Dundalk, MD 21222
",39.274226,-76.503026906
0201V,Baltimore Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=497&r=1,410-764-9400 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"1777 Reisterstown Road
Baltimore, MD 21208
(39.3856006150005, -76.73496071499966)","1777 Reisterstown Road
Baltimore, MD 21208
",39.385600615,-76.734960715
2091,Cambridge Vet Center Outstation ,http://www.va.gov/directory/guide/facility.asp?id=983&r=1,410-228-6305 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"830 Chesapeake Drive
Cambridge, MD 21613
(38.550800841000466, -76.05359079599964)","830 Chesapeake Drive
Cambridge, MD 21613
",38.550800841,-76.053590796
209,Elkton Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=498&r=1,410-392-4485 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"103 Chesapeake Blvd
Elkton, MD 21921
(39.60401951200049, -75.78676959599966)","103 Chesapeake Blvd
Elkton, MD 21921
",39.604019512,-75.786769596
224,Martinsburg Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=397&r=1,304-263-6776 Or 877-927-8387,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"300 Foxcroft Ave
Martinburg, WV 25401
(39.46156894100045, -77.98724756899963)","300 Foxcroft Ave
Martinburg, WV 25401
",39.461568941,-77.987247569
0237V,Prince George County Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=6132&r=1,301-856-7173 Or 301-856-7173,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"7905 Malcolm Road
Clinton, MD 20735
(38.780750312000464, -76.88930087299963)","7905 Malcolm Road
Clinton, MD 20735
",38.780750312,-76.889300873
0213V,Silver Spring Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=499&r=1,301-589-1073,Veterans Health Administration: VISN 5: VA Capitol Health Care Network,"2900 Linden Lane
Silver Spring, MD 20910
(39.01466017700045, -77.05722067899967)","2900 Linden Lane
Silver Spring, MD 20910
",39.014660177,-77.057220679
